"id:ID","uuid","uri"
"63080","c81fc2b0-2eb8-42a7-a1fd-13fe42653ae2","https://ct.d4k.dk/cdisc/dataset/cs/2019-03-29/sdtm"
"63081","5921e984-ea23-4648-832c-08840549f36b","https://ct.d4k.dk/cdisc/dataset/cs/2019-03-29/send"
"63082","e572e0dc-4f81-4bff-90f5-d18c27f1f208","https://ct.d4k.dk/cdisc/dataset/cs/2019-06-28/cdash"
"63083","ff812b1f-dfcf-40b1-8f78-a5c2a15c1637","https://ct.d4k.dk/cdisc/dataset/cs/2019-06-28/protocol"
"63084","4226c849-86a3-4f86-b38a-122baa6b95e7","https://ct.d4k.dk/cdisc/dataset/cs/2019-06-28/sdtm"
"63085","9e2da7dd-e790-4e62-9cf0-9eab01a4cdc9","https://ct.d4k.dk/cdisc/dataset/cs/2019-06-28/send"
"63086","296b4a37-20d5-4618-8a26-404ba0f8f99b","https://ct.d4k.dk/cdisc/dataset/cs/2019-09-27/protocol"
"63087","6f57c0df-d6a8-4a7b-9cab-293fc2eb3cef","https://ct.d4k.dk/cdisc/dataset/cs/2019-09-27/sdtm"
"63088","893b9cef-7340-4f40-972c-0ee2545bd94a","https://ct.d4k.dk/cdisc/dataset/cs/2019-09-27/send"
"63089","d5f5cb84-bb75-46a3-be33-b1a8eb85f4f0","https://ct.d4k.dk/cdisc/dataset/cs/2019-12-20/adam"
"63090","106f879b-2fab-4be9-9e23-748d59f1ef8c","https://ct.d4k.dk/cdisc/dataset/cs/2019-12-20/cdash"
"63091","d2a3280c-2a1e-40bd-b154-62154c09feff","https://ct.d4k.dk/cdisc/dataset/cs/2019-12-20/define-xml"
"63092","a947ed6e-914f-4983-9e8b-ffdde41481a0","https://ct.d4k.dk/cdisc/dataset/cs/2019-12-20/protocol"
"63093","15012a95-1699-42c6-aad4-c0c8abfb374d","https://ct.d4k.dk/cdisc/dataset/cs/2019-12-20/sdtm"
"63094","b507d957-7b28-42fd-9cad-3fbd5251da2d","https://ct.d4k.dk/cdisc/dataset/cs/2019-12-20/send"
"63095","7bd4165d-8756-421e-a384-4669343a63d8","https://ct.d4k.dk/cdisc/dataset/cs/2020-03-27/adam"
"63096","361a62ba-f35c-48a9-baff-6b4fc2673815","https://ct.d4k.dk/cdisc/dataset/cs/2020-03-27/define-xml"
"63097","d0816ac0-5ad8-4c4d-b871-a19408169cb2","https://ct.d4k.dk/cdisc/dataset/cs/2020-03-27/protocol"
"63098","bfb28896-031c-4f34-a46f-d4a56ccaefb9","https://ct.d4k.dk/cdisc/dataset/cs/2020-03-27/sdtm"
"63099","3399da95-5f6b-4d16-aba0-20f5bef99769","https://ct.d4k.dk/cdisc/dataset/cs/2020-03-27/send"
"63100","f06ca650-d97e-497f-88a8-b89550872002","https://ct.d4k.dk/cdisc/dataset/cs/2020-05-08/cdash"
"63101","8cdd52a7-b159-4f51-ae1a-c4072330d36d","https://ct.d4k.dk/cdisc/dataset/cs/2020-05-08/sdtm"
"63102","dee7a6f3-0bdc-41ea-8426-9d9baf91c326","https://ct.d4k.dk/cdisc/dataset/cs/2020-05-08/send"
"63103","aa0d538d-6c1d-4cfc-8689-78c2eee3b57f","https://ct.d4k.dk/cdisc/dataset/cs/2020-06-26/adam"
"63104","ce221e2e-2e6e-4371-8a46-41ff3075b321","https://ct.d4k.dk/cdisc/dataset/cs/2020-06-26/define-xml"
"63105","8ffa2a4c-89a8-4c61-9724-3aaae0d96970","https://ct.d4k.dk/cdisc/dataset/cs/2020-06-26/protocol"
"63106","51e74ff8-0b18-4746-b6b1-b95ad3bf8146","https://ct.d4k.dk/cdisc/dataset/cs/2020-06-26/sdtm"
"63107","6084a850-d0db-4d9a-b242-49e81aa60287","https://ct.d4k.dk/cdisc/dataset/cs/2020-06-26/send"
"63108","15bac37f-a0f5-44fc-8e70-cddbb5dcbc7a","https://ct.d4k.dk/cdisc/dataset/cs/2020-09-25/adam"
"63109","032ce230-702c-4ae0-bb09-ab908ce526c3","https://ct.d4k.dk/cdisc/dataset/cs/2020-09-25/cdash"
"63110","3e6937ca-4d48-4260-ab65-75c23f406a7d","https://ct.d4k.dk/cdisc/dataset/cs/2020-09-25/protocol"
"63111","dafaf840-49fc-43cf-9bc2-1260103bf4c9","https://ct.d4k.dk/cdisc/dataset/cs/2020-09-25/sdtm"
"63112","dbf0d2ed-d398-4e9a-9012-ea8e30c70c38","https://ct.d4k.dk/cdisc/dataset/cs/2020-09-25/send"
"63113","260a0a06-eb1f-4e7a-adba-79956da276ec","https://ct.d4k.dk/cdisc/dataset/cs/2020-11-06/adam"
"63114","edf08150-e906-4679-ad8f-c3905b083769","https://ct.d4k.dk/cdisc/dataset/cs/2020-11-06/cdash"
"63115","45bdae10-5746-4a77-98fd-9d79029be96b","https://ct.d4k.dk/cdisc/dataset/cs/2020-11-06/define-xml"
"63116","de480874-e7a0-43ea-b13e-41023f62e446","https://ct.d4k.dk/cdisc/dataset/cs/2020-12-18/glossary"
"63117","0fa11bcf-799e-4fd8-8d10-aa981623abe1","https://ct.d4k.dk/cdisc/dataset/cs/2020-11-06/protocol"
"63118","5c2fe589-610f-48ee-a673-0b168c2b66c1","https://ct.d4k.dk/cdisc/dataset/cs/2020-11-06/sdtm"
"63119","6c0064f1-c78e-435a-8871-eee3be421dc7","https://ct.d4k.dk/cdisc/dataset/cs/2020-11-06/send"
"63120","ed323413-1ea3-4935-9382-ae6949ef42c0","https://ct.d4k.dk/cdisc/dataset/cs/2020-12-18/cdash"
"63121","ba7d9697-8212-43de-9148-fedb4ea29bd7","https://ct.d4k.dk/cdisc/dataset/cs/2020-12-18/define-xml"
"63122","55791d91-949f-4646-9019-1af83906eca8","https://ct.d4k.dk/cdisc/dataset/cs/2020-12-18/glossary"
"63123","ff67bcf8-a7d0-42e1-9103-de35fc2eb8af","https://ct.d4k.dk/cdisc/dataset/cs/2020-12-18/protocol"
"63124","f28a85e2-d09d-44d3-8d67-4c78e9be92d5","https://ct.d4k.dk/cdisc/dataset/cs/2020-12-18/sdtm"
"63125","a0115b5f-d78d-4427-b32c-083aecbce684","https://ct.d4k.dk/cdisc/dataset/cs/2020-12-18/send"
"63126","04284df7-68b9-4306-8340-a18e2f7d8449","https://ct.d4k.dk/cdisc/dataset/cs/2021-03-26/cdash"
"63127","93739385-6093-4f7d-ac98-71dd6b9c4a29","https://ct.d4k.dk/cdisc/dataset/cs/2021-03-26/define-xml"
"63128","42b1d9bc-a799-4fc4-8c2c-decf03625be0","https://ct.d4k.dk/cdisc/dataset/cs/2021-03-26/protocol"
"63129","f8257b77-9c0f-4ae0-9fac-67e19d9c1e08","https://ct.d4k.dk/cdisc/dataset/cs/2021-03-26/sdtm"
"63130","a83aa6f1-703c-4b6c-85a4-5062e9ae4ae5","https://ct.d4k.dk/cdisc/dataset/cs/2021-03-26/send"
"63131","255d741a-db4b-4846-81ae-373c6dda1c95","https://ct.d4k.dk/cdisc/dataset/cs/2021-06-25/cdash"
"63132","266fc511-f074-4bff-ae18-d7f68a2410e7","https://ct.d4k.dk/cdisc/dataset/cs/2021-06-25/define-xml"
"63133","ec35e1c3-2177-433e-9b03-0536111f7a4c","https://ct.d4k.dk/cdisc/dataset/cs/2021-06-25/protocol"
"63134","d51af045-b719-48a2-878c-440b733d5fc6","https://ct.d4k.dk/cdisc/dataset/cs/2021-06-25/sdtm"
"63135","09e5e11d-2111-4ec1-8cfe-365593064013","https://ct.d4k.dk/cdisc/dataset/cs/2021-06-25/send"
"63136","8038a1cb-5d86-4a1a-83d9-048b66d86323","https://ct.d4k.dk/cdisc/dataset/cs/2021-09-24/cdash"
"63137","e8b6ec4a-37cd-4ea6-8335-2017a3406988","https://ct.d4k.dk/cdisc/dataset/cs/2021-09-24/define-xml"
